<<<<<<< HEAD
Fecha;Hora;Día;Nº Incidencia;sitrem;Carretera;MC30;Calzada;Localización;Enlace;Tipo de accidente;Tipo de colisión;Nº Vehículos implicados;Nº Turismos;Nº Motocicletas;Nº vehículos pesados;H.L.;hl;hg;vm;Daños al mobiliario urbano;Circulación;Estado del Firme;Presencia Recursos Externos;Corte Carril;Vertido;Grúa usuario;Grúa Propia EMESA;Grúa Movilidad;Factores Atmosféricos;Visibilidad señalización;Señalización de Peligro;Visibilidad restringida por;Aceras;Árboles;Vehículos denominación;Descripción del accidente;Daños causados al viario;Materiales utilizados;Observaciones;;
24/02/2016;17:45;;20160224-0023;C-P-ACC-01;M607;12OL50;SALIDA;Tronco;Superficie;Otros;;1;1;;;;0;;;No;Fluida;Seco y Limpio;;Si;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M2;señalizar vehículo con hito debajo.Llega el marido retira el hito y se retiran.;;;Corte 17:45 a 17:55;;
24/02/2016;18:20;;20160224-0025;C-P-ACC-01;M30;10NL60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalizo colisión de vehículos por alcance sin heridos.;;;Corte carril derecho 18:20 a 18:45;;
24/02/2016;19:02;;20160224-027;T-P-ACC-01;M30;15RV34;INTERIOR;Ramal;Túnel;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;;;;;;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;El vehículo ha impactado contra bordillo de hastial derecho. Quedando atravesado el ramal, cortamos ramal, sin heridos.;;;;;
24/02/2016;21:10;;20160224-0032;C-P-ACC-01;A4;12RR20;ENTRADA;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;No;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1/V2/V1;Señalizo colisión de vehículos por alcance sin heridos.;;;;;
25/02/2016;12:05;;20160225-0016; C-E-ACC-01;M30;12RL50;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente en carril izquierdo.Herido leve,dado de alta en el punto.;;;Corte 12:10 a 12:45;;
25/02/2016;19:32;;20160225-0033;;M30;10XL70;EXTERIOR;Tronco;Superficie;Otros;;1;;1;;;0;;;No;Fluida;Seco y Limpio;;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3;Caída de motorista en carril derecho.Retiramos veh a la isleta.Sin heridos.Vehículo retirado por su grúa.;;;;;
25/02/2016;21:35;;20160225-0036; C-E-ACC-01;M30;06NC60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;3;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V2/V2;;;;Corte 21:46 a 23:25;;
25/02/2016;22:43;;20160225-0038; C-E-ACC-01;M30;05NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión de 2 vehículos en transfer.El herido dado de alta en el lugar.;;;Corte transfer 06CL 22:43 a 23:28;;
26/02/2016;15:42;;20160226-0016;C-P-ACC-01;M30;21NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;5;5;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso del CCT de accidente.Colisión de 5 vehículos carril derecho.Limpian aceite en la calzada.Herido atendido en el punto.;;Desengrasante;Corte 15:55 a 16:30;;
26/02/2016;16:55;;20160226-0017;C-P-ACC-01;M23;99KL20;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;1;1;;;;0;;;Si;Densa;Seco y Limpio;P. Municipal;;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalizp salida de vía sin heridos.Con daños al patrimonio.;1 Pk 0+200 señal tirada;;;;
26/02/2016;21:53;;20160226-0028;C-P-ACC-01;M30;04RC10;INTERIOR;Ramal;Superficie;Salida de vía;Contra mediana;1;1;;;;0;;;No;Fluida;Mojado;P. Municipal;;;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V2;Señalizar vehículo (salida de vía) choca contra el muro izquierdo.Limpio los restos.;;;;;
26/02/2016;23:20;;20160226-0030;C-P-ACC-01;M30;29NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;Si;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V2;Accidente en carril cen tral señalizo con policía (se lo encuentra F64);;3 Kg sepiolita gruesa - 2 Bolsas;Corte carril derecho y central 23:30 a 00:10.;;
27/02/2016;04:04;;20160227-0004;C-P-ACC-01;M30;10XL60;EXTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Mojado;P. Municipal;Si;;No;No;Si;Lluvia;Buena;;Sin Restricción;;;V1/V2;Vehículo se sale de vía colisionando contra barrera.No ocupantes vehículo.;3 Barreras, 2 CPN de doble barrera y 2 Captafaros.;;Corte 04:19 a 04:50;;
27/02/2016;08:51;;20160227-0007;C-P-ACC-01;M30;23NC00;INTERIOR;Tronco;Superficie;Salida de vía;Lateral;1;1;;;;0;;;No;Fluida;Mojado;P. Municipal y P. Nacional;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Salida de vía en carril izquierdo.etiramos con olicía al arcén derecho.;;;Corte carril izquierdo 08:51 a 09:00;;
27/02/2016;14:59;;20160227-017;T-P-ACC-01;M30;14VE10;INTERIOR;VS;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;De regreso a base,encontramos dos vehiculos accidentados por alcance en P.K 14VE10 el primero abandona el punto por sus medios y al segundo le sacamos al exterior con F-12;;;;;
28/02/2016;02:20;;20160228-0002;C-P-ACC-01;M30;08RM30;EXTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;No;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Vehículo que se sale de la vía causando daños al patrimonio;2 m de malla y 8 postes;;;;
28/02/2016;14:45;;20160228-0005; C-E-ACC-01;M30;06RE00;INTERIOR;Ramal;Superficie;Colisión de vehículos;Lateral;2;2;;;;1;;;Si;Fluida;Seco y Limpio;P.M., SAMUR y Bomberos;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Colisión lateralde vehículos con daños y heridos.;1 Barrera;;Corte total 06RL 15:00 - 15:15 Corte carril dcho 15:00 a 16:34;;
28/02/2016;17:44;;20160228-007;T-E-ACC-01;A5;04FT84;ENTRADA;Tronco;Túnel;Colisión de vehículos;Por alcance;2;1;;1;;0;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Colisión 2 vehículos x alcance. Cortamos 2 carriles. Samur no traslada a ninguna víctima. Llevamos los vehículos al escuadrón de policía x orden de policía con la c-10 y f-11;;;;;
28/02/2016;18:27;;20160228-008;T-P-ACC-01;M30;18RA66;INTERIOR;Ramal;Túnel;Salida de vía;;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;SALIDA DE VIA DE UN VEHICULO DE POLICIA NACIONAL. ES RETIRADO POR SU GRUA. DAÑOS EN BORIDLLO;;;;;
29/02/2016;06:49;;20160229-002;T-P-ACC-01;M30;18RH20;EXTERIOR;Ramal;Túnel;Salida de vía;                                                                                                                                                                                                                                                                                                                   ;1;1;;;;0;;;Si;Densa;Seco y Limpio;P. Municipal;;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;SALIDA DE VIA CONTRA EL BORDILLO. LOS 4 OCUPANTES HAN SALIDO PO SE. EL VEHICULO ES RETIRADO POR LA GRUA DEL USUARIO;;;;;
29/02/2016;11:30;;20160229-018;T-P-ACC-01;M30;14RN03;EXTERIOR;Ramal;Túnel;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;accidente de tres vehículos por alcance dos de ellos salen por sus medios y uno lo sacamos nosotros al exterior;;;;;
29/02/2016;12:40;;20160229-023;T-E-ACC-01;M30;14VE10;INTERIOR;VS;Túnel;Vuelco;;1;;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Accidente moto, vuelco lateral. acompañante herido leve trasladado por samur, conductor ileso saca la moto por sus medios.;;;;;
29/02/2016;14:55;;20160229-0027; C-E-ACC-01;M30;00XC30;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;;2;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M2/V2;Señalizar vehículo accidente en carril derecho.;;;Corte carril 14:55 a 16:00.;;
29/02/2016;15:28;;20160229-030;T-P-ACC-01;M30;15RU18;EXTERIOR;Ramal;Túnel;Colisión de vehículos;Por alcance;2;;;;;0;;;No;Fluida;Seco y Limpio;;;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;COLISION DE DOS VEHICULOS, SALEN POR SUS MEDIOS NO LLEGAMOS AL PUNTO;;;;;
29/02/2016;18:48;;20160229-036;T-P-ACC-01;M30;17NC36;INTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;5;5;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;COLISION DE 5 VEHICULOS. SACAMOS DOS AL EXTERIOR A LA PLAZA DE S.POL Y EL RESTO SALE POR SUS MEDIOS. CORTE CARRIL DERECHO NO HAY HERIDOS;;;;;
29/02/2016;19:53;;20160229-0037; C-E-ACC-01;M30;02NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal y Bomberos;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1 / M-3;Accidente entre 2 vehículos por alcance ocupando el carril derecho, sin heridos ni daños al patrimonio. Uno de dichos vehículos sale ardiendo debido a la colisión.;;;Corte del carril derecho desde las 19:53 h hasta las 20:08 h que la incidencia es traslada al arcén derecho.;;
29/02/2016;20:28;;20160229-0039; C-E-ACC-01;A2;04AT60;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente entre 2 vehículos por alcance ocupando 2 carriles derechos. 1 herido leve dado de alta en el punto.;;;Corte de carriles desde las 20:38 h hasta las 21:38 h;;
01/03/2016;08:07;;20160301-0009;T-P-ACC-01;M30;18RN25;EXTERIOR;Ramal;Túnel;Colisión vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y limpio;;No;No;No;No;No;Buen tiempo;Buena;;Sin restricción;;;;Aviso de accidente de vehículos, se señaliza con Bul c-15, los vehículos se retiran por sus medios;;;;;
01/03/2016;08:38;;20160301-0011;C-P-ACC-01;M30;32NC00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Congestionada;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente entre 2 vehículos por alcance, sin heridos ni daños al patrimonio. Al llegar el vigilante ambos vehículos se encuentran retirados al arcén del PK 32+200.;;;;;
01/03/2016;10:47;;20160301-0017;C-P-ACC-01;M607;10OT00;ENTRADA;Tronco;Superficie;Colisión de vehículos;;2;2;;;;0;;;No;Fluida;Seco y Limpio;G. Civil;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Aviso desde el Centro de Control de un accidente en el carril izquierdo, cuando el vigilante llega solo queda 1 vehículo implicado cargado en su grúa y Guardía Civil, se retiran en ese momento del punto sin poder tomar su indicativo ni fotografías.;;;;;
01/03/2016;14:35;;20160301-0021;C-P-ACC-01;M30;01XC90;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3;Accidente entre 2 vehículos por alcance, sin heridos ni daños al patrimonio. Ambos vehículos se retiran por sus medios.;;;;;
02/03/2016;00:51;;20160302-0001;C-P-ACC-01;M30;19NC80;INTERIOR;Tronco;Superficie;Salida de vía;Lateral;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal, P. Nacional y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente de 1 vehículo por salida de vía que se encuentra parado en el carril izquierdo medio subido en el muro. Sin heridos (el ocupante no quiso ser atendido por el Samur). Señalizado con apoyo de Policía Municipal.;;;Cortado el carril izquierdo desde las 01:00 h hasta las 02:15 h;;
02/03/2016;07:24;;20160302-0006;C-P-ACC-01;M30;04XL10;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre 2 vehículos por alcance ocupando el arcén derecho, sin heridos ni daños al patrimonio.Se señalizan hasta que ambos vehículos se retiran por sus medios.;;;;;
02/03/2016;07:50;;20160302-0007; C-E-ACC-01;A2;04AL20;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;No;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre un turismo y un motorista por alcance ocupando el arcén derecho, el motorista resulta herido leve y trasladado por el Samur al Hospital 12 de Octubre, sin daños al patrimonio. Se señaliza hasta la retirada de la motocicleta en la grúa de movilidad y el turismo por sus medios.;;;;;
02/03/2016;14:32;;20160302-0014;C-P-ACC-01;M30;06XL30;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Señalizar accidente por alcance en carril derecho, sin heridos, ni daños al patrinmonio. El vehiculo 1 se retira por sus medios y el 2 en grua seguro;;;;;
02/03/2016;18:48;;20160302-0024;T-P-ACC-01;M30;14XL99;EXTERIOR;Tronco;Túnel;Colisión vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y limpio;Policía municipal;Si;No;No;Si;No;Buen tiempo;Buena;;Sin restricción;;;;Colisión por alcance de dos vehículos, un vehículo sale por sus propios medios, el segundo vehículo es sacado por grúa plataforma. Corte de carril de 18:52 a 19:09;;;;;
02/03/2016;19:22;;20160302-0026;C-P-ACC-01;M30;21XC70;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente en arcen derecho ocupando parte del carril. 1 behiculo es retirado por su grua, 1 vehiculo se marcha por sus medios.;;;;;
02/03/2016;20:07;;20160302-0027; C-E-ACC-01;M30;01NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/V-2;Señalizar accidente por alcance en carril izquierdo,con heridos y sin daños a patrimonio.;;;;;
03/03/2016;06:54;;20160303-0005; C-E-ACC-01;M30;06XC20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;5;5;;;2;2;;;No;Congestionada;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;Si;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V-1/C-13;Colisión multiple 2 cariles izquierdos con heridos, sin daños, corto 2 carriles izquierdos hasta que Bomberos y Samur actuan, Samur traslada a usuarios de vehiculos 3 y 4 al Gregorio Marañon (leves) vehiculos 2,3 y 4 grua movilidad. Vehiculos 1 y 5 gruas propias;;;;;
03/03/2016;09:28;;20160303-0011; C-E-ACC-01;M30;19NC80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;2;2;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión de 3 vehiculos con heridos sin daños en carril izquierdo, a mi llegada Policía ya los habia pasada a carril derecho quedando solo 2 vehiculos en punto con Samur en el mismo, que atiende y trasladan a los 2 usuarios de ambos vehiculos al Gregorio Marañón (leves) ambos vehiculos gruas propias.;;;;;
03/03/2016;09:37;;20160303-0012; C-E-ACC-01;M30;14XL79;EXTERIOR;Tronco;Túnel;Colisión vehículos;Lateral;2;2;;;;0;;;No;Fluida;Seco y limpio;;Si;No;No;Si;No;Buen tiempo;Buena;;Sin restricción;;;;Vehículo parado en hastial derecho, ha sido golpeado por otro vehículo que no se ha detenido, se recogen restos y el usuario abandona el punto por sus propios medios. Corte de carril 09:40 a 09:47;;;;;
03/03/2016;11:30;;20160303-0019; C-E-ACC-01;M30;19NC40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión alcance entre moto y coche en carriles centrales a mi llegada policia y Samur estan en arcen derecho, corot medio carril drecho hasta que Samur atiende dando de alta en el punto. A mi llegada el vehiculos ya no estaba moto en grua de movilidad.;;;;;
03/03/2016;13:47;;20160303-0023;C-P-ACC-01;M30;32RJ40;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-1/V-2;Aviso: accidente en margen derecho con heridos trasladado al Hospital Mutua Patronal;;;;;
03/03/2016;14:30;;20160303-0024;;M30;12RL60;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/M-3;Accidente en carril izquierdo. Se ofrece grua y no la quiere. 1 herido leve trasladado al Gregorio Marañón 2 vehiculos retirados por sus grua. 1 vehiculo se retira por sus medios.;;;;;
03/03/2016;19:03;;20160303-0036;;M30;00NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3;Accidente sin heridos an arcen derecho. Los vehiculos se retiran por sus medios. No se les ofrece grúa ya que pueden continuar.;;;;;
03/03/2016;19:15;;20160303-0037;T-P-ACC-01;M30;16XC47;EXTERIOR;Tronco;Túnel;Colisión vehículos;Por alcance;3;3;;;;0;;;no;Densa;Seco y limpio;Policía municipal;No;No;No;Si;No;Buen tiempo;Buena;;Sin restricción;;;;Alcance entre vehículos, se sace un vehículo y el resto salen por sus propios medios.;;;;;
03/03/2016;19:33;;20160303-0039;C-P-ACC-01;M30;03XL60;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-7;Accidente sin heridos en arcen derecho. Los vehiculos se retiran por sus medios. No se les ofrece grúa ya que puen continuar.;;;;;
03/03/2016;20:45;;20160303-0043; C-E-ACC-01;M30;05NL40;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;4;4;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1 / V-2 / M-2;Accidente entre 4 vehículos ocupando el carril derecho. 4 heridos leves trasladados por el Samur al hospital.;;;Cortado el carril derecho desde las 20:45 h hasta las 21:58 h;;
04/03/2016;12:00;;20160304-0019;C-P-ACC-01;M30;01CT00;EXTERIOR;Ramal;Superficie;Caida de motorista;;1;;1;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente de un motorista por caida en el transfer que no resulta herido. La motocicleta se mueve a la isleta hasta que reanuda la marcha por sus medios.;;;;;
04/03/2016;14:24;;20160304-0026;C-P-ACC-01;M30;01XC40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3;Accidente por alcance entre 3 vehículos que se encuentran ocupando el arcén derecho. Sin heridos ni daños al patrimonio. Todos los vehículos implicados se retiran del punto por sus medios.;;;;;
04/03/2016;15:07;;20160304-0029;C-P-ACC-01;M30;09XL00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2 / M-3;Accidente por alcance entre 3 vehículos que se encuentran ocupando el carril izquierdo. Sin heridos ni daños al patrimonio. Se ofrecen grúas pero prefieren esperar a sus asistencias.;;;Cortado el carril izquierdo desde las 15:07 h hasta las 16:21 h;;
04/03/2016;15:42;;20160304-0030;C-P-ACC-01;M30;12RV80;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente por alcance entre 2 vehículos que se encuentran ocupando el arcén derecho. Sin heridos ni daños al patrimonio. Uno de los vehículos se retira por sus medios y el otro se queda señalizado en el arcén a la espera de su grúa, se le ofrece una grúa pero no quiere.;;;;;
04/03/2016;15:57;;20160304-0031;C-P-ACC-01;M30;02NC60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Fluida;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3;Accidente por alcance entre 3 vehículos que se encuentran ocupando el arcen derecho. Sin heridos ni daños al patrimonio. Todos los vehículos implicados se retiran por sus medios.;;;;;
04/03/2016;17:59;;20160304-0033;C-P-ACC-01;M30;31NC10;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente por alcance entre 2 vehículos que se encuentran ocupando el carril derecho y estos son sacados por Policía Municipal al arcén derecho del ramal 31RC. Ambos vehículos son retirados por sus grúas.;;;Cortado el carril derecho desde las 17:59 h hasta las 18:15 h;;
04/03/2016;21:49;;20160304-0038;C-P-ACC-01;A2;04AT50;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Accidente por alcance entre 2 vehículos, cuando llega el vigilante solo queda 1 vehículo implicado junto con su grúa.;;;Cortados 2 carriles derechos desde las 22:04 h hasta las 22:13 h;;
05/03/2016;10:07;;20160305-0006;C-P-ACC-01;M30;06NL70;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Aviso del Centro de Control de un accidente por alcance entre 3 vehículos ocupando el carril izquierdo. Sin heridos ni daños al patrimonio.;;;Cortado el carril izquierdo desde las 10:07 h hasta las 10:54 h;;
