FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
31/03/2025;ES25;1-;128;129;111;96;75;69;92;160;149;162;180;187;
31/03/2025;ES25;1=;209;197;193;184;184;170;170;164;204;168;146;137;
31/03/2025;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES26;1-;178;110;121;71;65;75;74;121;207;249;303;333;
31/03/2025;ES26;1=;376;293;279;295;285;276;331;350;314;236;213;202;
31/03/2025;ES26;2-;220;139;141;83;80;104;107;202;267;305;384;392;
31/03/2025;ES26;2=;383;382;371;358;349;346;366;371;336;286;269;240;
31/03/2025;ES27;1-;272;184;143;142;197;381;1219;1387;1512;1495;1481;1448;
31/03/2025;ES27;1=;1418;1380;1341;1322;1301;1321;1368;1274;1063;842;611;517;
31/03/2025;ES27;2-;325;294;225;256;303;413;697;895;966;987;1038;1110;
31/03/2025;ES27;2=;1169;1276;1060;1171;1238;1212;1081;1016;875;754;681;501;
31/03/2025;ES28;1-;72;43;43;52;82;248;515;715;660;623;661;628;
31/03/2025;ES28;1=;836;951;752;823;1016;1149;926;632;448;340;218;162;
31/03/2025;ES28;2-;114;82;57;64;168;575;1518;1576;1464;908;883;741;
31/03/2025;ES28;2=;769;853;817;846;842;894;860;661;542;352;285;171;
31/03/2025;ES29;1-;878;362;278;215;227;495;1218;1972;1998;1779;1854;1849;
31/03/2025;ES29;1=;2173;1993;1912;1808;1838;1938;1835;1758;1962;1463;1166;910;
31/03/2025;ES29;2-;915;377;231;162;159;389;906;1367;1346;1376;1663;1808;
31/03/2025;ES29;2=;1697;1629;1795;1638;1611;1773;1755;1782;1551;1280;1068;782;
31/03/2025;ES30;1-;170;97;70;60;48;63;98;231;465;522;405;445;
31/03/2025;ES30;1=;462;479;463;459;424;494;537;533;439;388;276;192;
31/03/2025;ES30;2-;216;169;115;78;88;128;227;657;894;789;780;666;
31/03/2025;ES30;2=;728;722;661;604;667;744;669;738;667;515;391;304;
31/03/2025;ES31;1-;61;34;33;38;27;36;55;149;294;288;248;225;
31/03/2025;ES31;1=;311;297;429;302;252;304;361;341;360;237;114;75;
31/03/2025;ES31;2-;38;42;27;29;16;34;83;213;632;646;313;273;
31/03/2025;ES31;2=;251;246;242;280;265;296;321;287;235;153;87;64;
31/03/2025;ES32;1-;215;193;125;130;100;129;224;681;773;820;740;624;
31/03/2025;ES32;1=;710;687;624;595;580;638;643;664;561;442;347;293;
31/03/2025;ES32;2-;213;162;103;99;103;93;127;194;274;308;348;361;
31/03/2025;ES32;2=;445;420;435;408;379;400;410;407;376;318;317;238;
31/03/2025;ES33;1-;203;91;51;42;47;142;568;1549;1950;1748;1235;1020;
31/03/2025;ES33;1=;1086;1165;1346;1235;1224;1293;1354;1307;1227;960;532;334;
31/03/2025;ES33;2-;115;48;43;29;23;46;206;547;1046;895;674;672;
31/03/2025;ES33;2=;658;719;935;1102;860;1147;1236;1134;841;637;374;237;
31/03/2025;ES34;1-;114;122;109;64;83;110;136;263;415;492;473;417;
31/03/2025;ES34;1=;424;403;323;299;308;364;326;331;303;234;205;198;
31/03/2025;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES36;1-;127;105;105;84;160;507;1215;1558;1450;1244;1260;1306;
31/03/2025;ES36;1=;1460;1619;1461;1332;1424;1520;1524;1354;1000;666;529;290;
31/03/2025;ES36;2-;138;98;78;62;172;478;1307;1655;1693;1509;1441;1397;
31/03/2025;ES36;2=;1413;1496;1542;1437;1516;1458;1282;1143;804;519;457;231;
31/03/2025;ES37;1-;111;76;62;54;124;329;1025;1663;1414;1203;1308;1389;
31/03/2025;ES37;1=;1612;1787;1523;1535;1552;1633;1604;1437;1000;608;457;253;
31/03/2025;ES37;2-;115;52;38;72;191;781;1688;2421;2296;1854;1677;1676;
31/03/2025;ES37;2=;1719;1640;1498;1845;1799;1999;1659;1248;959;536;352;144;
31/03/2025;ES38;1-;49;20;15;8;17;41;107;346;869;591;433;460;
31/03/2025;ES38;1=;1006;245;304;313;302;439;473;402;233;183;86;39;
31/03/2025;ES38;2-;40;17;5;8;13;47;209;655;934;617;399;387;
31/03/2025;ES38;2=;382;414;468;421;454;491;533;484;414;289;144;83;
31/03/2025;ES39;1-;505;265;154;79;47;82;271;1507;3481;3483;2912;1922;
31/03/2025;ES39;1=;1762;1830;1950;2418;2156;2045;2185;2280;2013;1645;1349;751;
31/03/2025;ES39;2-;556;253;113;71;34;47;201;692;2375;3052;2265;1651;
31/03/2025;ES39;2=;1572;1592;1860;2488;2217;2313;2527;2910;2221;2002;1304;857;
31/03/2025;ES40;1-;166;144;74;94;203;494;1577;2048;1964;1679;1564;1631;
31/03/2025;ES40;1=;1710;1935;1873;1609;1838;1840;1743;1527;1202;672;452;241;
31/03/2025;ES40;2-;223;140;101;87;200;629;1574;1944;1762;1528;1517;1500;
31/03/2025;ES40;2=;1662;2020;1796;1776;1964;2299;2076;1655;1142;784;575;291;
31/03/2025;ES41;1-;202;152;114;129;229;538;1173;1668;1337;978;1047;1079;
31/03/2025;ES41;1=;1198;1163;1027;1016;1062;1094;1093;987;878;502;401;244;
31/03/2025;ES41;2-;172;115;88;88;172;341;761;1249;1265;1043;1017;1006;
31/03/2025;ES41;2=;1021;1072;1077;1078;1349;1336;1129;918;674;474;339;223;
31/03/2025;ES42;1-;79;34;42;30;69;179;375;560;425;406;394;397;
31/03/2025;ES42;1=;375;329;370;395;363;345;403;449;328;193;174;86;
31/03/2025;ES42;2-;49;35;18;18;41;154;356;650;651;484;521;431;
31/03/2025;ES42;2=;485;482;460;434;545;606;520;388;313;198;120;69;
31/03/2025;ES43;1-;155;113;73;58;76;148;385;619;754;651;605;517;
31/03/2025;ES43;1=;489;495;508;483;521;566;515;491;422;345;261;177;
31/03/2025;ES43;2-;282;161;91;63;49;69;128;274;360;426;412;421;
31/03/2025;ES43;2=;397;449;543;573;514;591;625;595;475;369;300;307;
31/03/2025;ES44;1-;206;175;150;132;243;520;843;1521;1668;1482;6505;1671;
31/03/2025;ES44;1=;1702;1715;1616;1607;1774;1808;1672;1418;1063;652;505;333;
31/03/2025;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES45;1-;279;216;123;126;215;699;1738;1997;1835;1629;1564;1651;
31/03/2025;ES45;1=;1681;1578;1612;1669;1698;1617;1484;1428;1073;843;688;483;
31/03/2025;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES46;1-;125;88;106;103;211;505;783;849;822;714;778;745;
31/03/2025;ES46;1=;845;950;845;805;947;947;917;828;620;464;261;140;
31/03/2025;ES46;2-;143;75;68;65;141;371;622;881;833;810;719;809;
31/03/2025;ES46;2=;798;939;873;886;897;969;929;811;705;525;325;183;
31/03/2025;ES47;1-;156;114;74;74;110;251;526;687;634;719;717;781;
31/03/2025;ES47;1=;772;698;616;793;732;810;700;688;606;465;361;230;
31/03/2025;ES47;2-;164;129;93;102;186;347;551;713;751;676;713;675;
31/03/2025;ES47;2=;726;760;702;702;805;764;758;641;515;369;306;216;
31/03/2025;ES48;1-;122;73;49;63;164;1307;2280;2427;1947;1127;978;923;
31/03/2025;ES48;1=;963;967;1007;958;995;1047;882;752;645;417;247;136;
31/03/2025;ES48;2-;101;68;65;67;137;409;596;744;788;745;837;960;
31/03/2025;ES48;2=;1032;1648;1573;1293;1734;1791;1258;930;722;424;258;132;
31/03/2025;ES49;1-;60;50;27;39;63;280;843;1034;762;609;599;679;
31/03/2025;ES49;1=;661;683;610;642;625;572;559;504;443;301;220;97;
31/03/2025;ES49;2-;73;44;37;23;24;34;68;232;374;467;464;386;
31/03/2025;ES49;2=;458;422;495;521;474;636;696;589;442;378;192;84;
31/03/2025;ES50;1-;100;69;37;30;25;39;56;165;265;302;281;292;
31/03/2025;ES50;1=;173;215;321;303;278;365;316;448;374;469;96;34;
31/03/2025;ES50;2-;93;52;41;38;35;56;101;302;651;605;526;464;
31/03/2025;ES50;2=;497;465;422;409;498;441;511;464;362;283;192;166;
31/03/2025;ES51;1-;71;44;36;26;29;38;95;230;439;533;490;405;
31/03/2025;ES51;1=;507;405;462;429;377;484;589;562;452;315;173;137;
31/03/2025;ES51;2-;41;32;24;20;16;44;83;242;519;433;307;290;
31/03/2025;ES51;2=;317;354;316;264;313;360;411;353;347;204;119;88;
31/03/2025;ES52;1-;91;41;31;28;39;32;77;268;689;767;596;532;
31/03/2025;ES52;1=;464;554;586;586;553;621;651;650;489;429;245;222;
31/03/2025;ES52;2-;61;43;25;27;13;32;59;276;615;547;262;246;
31/03/2025;ES52;2=;265;298;302;271;291;413;453;367;309;208;148;85;
31/03/2025;ES53;1-;138;74;75;63;44;61;88;139;244;258;241;241;
31/03/2025;ES53;1=;260;255;232;268;284;288;303;293;318;267;169;129;
31/03/2025;ES53;2-;220;173;134;90;92;134;363;458;456;467;413;422;
31/03/2025;ES53;2=;435;427;363;396;436;431;440;420;413;320;262;215;
31/03/2025;ES54;1-;90;68;48;32;38;46;165;235;274;267;235;228;
31/03/2025;ES54;1=;211;252;259;278;258;310;271;265;262;217;173;99;
31/03/2025;ES54;2-;139;72;54;39;31;49;112;227;291;343;243;262;
31/03/2025;ES54;2=;340;303;297;312;345;365;362;356;355;296;205;129;
31/03/2025;ES55;1-;62;24;9;13;18;34;90;175;279;267;268;258;
31/03/2025;ES55;1=;255;245;278;254;280;324;329;321;247;174;139;64;
31/03/2025;ES55;2-;39;14;9;13;13;36;102;154;215;153;193;178;
31/03/2025;ES55;2=;211;187;231;242;240;237;284;237;210;197;123;71;
31/03/2025;ES56;1-;30;27;17;13;42;93;360;555;450;330;1142;402;
31/03/2025;ES56;1=;541;573;588;581;670;828;681;421;250;153;86;46;
31/03/2025;ES56;2-;22;11;19;15;38;190;604;792;489;245;202;225;
31/03/2025;ES56;2=;265;256;228;239;253;273;243;198;143;81;73;30;
31/03/2025;ES57;1-;27;9;11;28;61;172;476;908;801;470;454;490;
31/03/2025;ES57;1=;531;589;538;689;803;674;623;559;416;237;140;91;
31/03/2025;ES57;2-;23;16;11;11;34;140;433;943;713;452;468;452;
31/03/2025;ES57;2=;476;573;591;689;685;731;679;516;366;172;85;61;
31/03/2025;ES58;1-;23;20;15;13;30;127;317;586;349;295;281;302;
31/03/2025;ES58;1=;327;338;364;393;494;590;466;359;248;203;119;57;
31/03/2025;ES58;2-;18;5;2;14;42;62;180;358;364;198;187;216;
31/03/2025;ES58;2=;225;249;208;265;390;339;333;340;197;102;52;35;
31/03/2025;ES59;1-;34;22;17;26;43;104;146;188;216;221;208;210;
31/03/2025;ES59;1=;256;238;224;230;281;309;287;276;201;185;103;51;
31/03/2025;ES59;2-;17;17;9;17;47;132;185;180;210;155;157;176;
31/03/2025;ES59;2=;128;164;226;184;180;207;227;153;147;109;59;29;
31/03/2025;ES60;1-;27;23;8;20;53;185;629;879;681;447;489;445;
31/03/2025;ES60;1=;434;390;416;495;486;472;428;346;233;136;68;46;
31/03/2025;ES60;2-;35;23;12;17;42;97;269;594;537;383;422;414;
31/03/2025;ES60;2=;523;553;542;546;655;580;612;500;369;226;145;89;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
